SO HD,NGAY,MA KH,TEN KH,MA NV,Tên NV,MÃ HH,TÊN SP,SL,ĐƠN GIÁ,THÀNH TIỀN,(+VAT),NHÃN HÀNG,CỬA HÀNG,HỆ THỐNG,20220930
22090005565,05/09/2022,BHX_5851_THAN,Công Ty Cổ Phần Thương Mại Bách Hóa Xanh ,NV0100, Văn Phú - 0915.998.826,2320001,Muối Nổi Baking Soda 454g - Fresh Box (1101),72,23673,1704456,1874901.6,BAKING SODA,BACH HOA XANH THUAN AN,BHX,20220930
22090005566,05/09/2022,BIGC_MDONG,Công Ty TNHH Dịch Vụ EB,NV0100, Văn Phú - 0915.998.826,2330001,"Bột Đa Năng Baking Soda 1,81kg - One Box (1705)",12,110000,1320000,1452000.0000000002,BAKING SODA,BIG C MIEN DONG,BIG C,20220930
22090005567,05/09/2022,BIGC_MDONG,Công Ty TNHH Dịch Vụ EB,NV0100, Văn Phú - 0915.998.826,2310001,Bột Tẩy Rửa Đa Năng Baking Soda 227g - Scratchless Cleaning (1309),24,18000,432000,475200.00000000006,BAKING SODA,BIG C MIEN DONG,BIG C,20220930
22090005567,05/09/2022,BIGC_MDONG,Công Ty TNHH Dịch Vụ EB,NV0100, Văn Phú - 0915.998.826,2320001,Muối Nổi Baking Soda 454g - Fresh Box (1101),24,29000,696000,765600.0000000001,BAKING SODA,BIG C MIEN DONG,BIG C,20220930
22090005567,05/09/2022,BIGC_MDONG,Công Ty TNHH Dịch Vụ EB,NV0100, Văn Phú - 0915.998.826,2340001,Muối Nổi Tinh Khiết Rửa Rau Quả Baking Soda 340g (6700),12,44000,528000,580800,BAKING SODA,BIG C MIEN DONG,BIG C,20220930
22090005568,05/09/2022,BIGC_TCHINH,Công Ty TNHH Dịch Vụ EB,NV0100, Văn Phú - 0915.998.826,2260002,Xịt khử mùi toàn thân nữ Adidas - Climacool - 150ml (6564),24,95909,2301816,2531997.6,ADIDAS,BIG C TRUONG CHINH,BIG C,20220930
22090005568,05/09/2022,BIGC_TCHINH,Công Ty TNHH Dịch Vụ EB,NV0100, Văn Phú - 0915.998.826,2230003,Nước hoa nam Adidas - Pure Game - 100ml (7542),2,338000,676000,743600.0000000001,ADIDAS,BIG C TRUONG CHINH,BIG C,20220930
22090005568,05/09/2022,BIGC_TCHINH,Công Ty TNHH Dịch Vụ EB,NV0100, Văn Phú - 0915.998.826,2230006,Nước hoa nam Adidas - Victory League - 100ml (7641),2,338000,676000,743600.0000000001,ADIDAS,BIG C TRUONG CHINH,BIG C,20220930
22090005568,05/09/2022,BIGC_TCHINH,Công Ty TNHH Dịch Vụ EB,NV0100, Văn Phú - 0915.998.826,2220005,Xịt khử mùi toàn thân nam Adidas - Get Ready- 150ml (5699),24,84364,2024736,2227209.6,ADIDAS,BIG C TRUONG CHINH,BIG C,20220930
22090005569,05/09/2022,BIGC_PTHANH,Công Ty TNHH Dịch Vụ EB,NV0100, Văn Phú - 0915.998.826,2230002,Nước hoa nam Adidas - Ice Dive - 100ml (7498),2,338000,676000,743600.0000000001,ADIDAS,BIG C PHU THANH,BIG C,20220930
22090005569,05/09/2022,BIGC_PTHANH,Công Ty TNHH Dịch Vụ EB,NV0100, Văn Phú - 0915.998.826,2230006,Nước hoa nam Adidas - Victory League - 100ml (7641),2,338000,676000,743600.0000000001,ADIDAS,BIG C PHU THANH,BIG C,20220930
22090005570,05/09/2022,LC_HCM,Công Ty Cổ Phần Dược Phẩm FPT Long Châu ,NV0025,Minh Tuân (Mar) - 0916.911.885,6010001,Pin Fujitsu - LR6(2B) FU-W-FI  - AA       (2404),640,18000,11520000,12672000.000000002,FUJITSU,LONG CHAU HCM,LONG CHAU,20220930
22090005570,05/09/2022,LC_HCM,Công Ty Cổ Phần Dược Phẩm FPT Long Châu ,NV0025,Minh Tuân (Mar) - 0916.911.885,6010004,Pin Fujitsu - LR03(4B) FU-W-FI - AAA    (5504),160,35100,5616000,6177600.000000001,FUJITSU,LONG CHAU HCM,LONG CHAU,20220930
22090005570,05/09/2022,LC_HCM,Công Ty Cổ Phần Dược Phẩm FPT Long Châu ,NV0025,Minh Tuân (Mar) - 0916.911.885,6010003,Pin Fujitsu - LR03(2B) FU-W- FI - AAA     (3500),480,18000,8640000,9504000,FUJITSU,LONG CHAU HCM,LONG CHAU,20220930
22090005570,05/09/2022,LC_HCM,Công Ty Cổ Phần Dược Phẩm FPT Long Châu ,NV0025,Minh Tuân (Mar) - 0916.911.885,6010002,Pin Fujitsu - LR6(4B) FU-W-FI  - AA       (3005),640,35100,22464000,24710400.000000004,FUJITSU,LONG CHAU HCM,LONG CHAU,20220930
22090005571,05/09/2022,LC_HCM,Công Ty Cổ Phần Dược Phẩm FPT Long Châu ,NV0025,Minh Tuân (Mar) - 0916.911.885,2320001,Muối Nổi Baking Soda 454g - Fresh Box (1101),384,28800,11059200,12165120.000000002,BAKING SODA,LONG CHAU HCM,LONG CHAU,20220930
22090005572,05/09/2022,BHX_6655_NHBE,Công Ty Cổ Phần Thương Mại Bách Hóa Xanh ,NV0100, Văn Phú - 0915.998.826,2320001,Muối Nổi Baking Soda 454g - Fresh Box (1101),72,23673,1704456,1874901.6,BAKING SODA,BACH HOA XANH KHO NHA BE,BHX,20220930
22090005573,05/09/2022,BHX_6655_NHBE,Công Ty Cổ Phần Thương Mại Bách Hóa Xanh ,NV0100, Văn Phú - 0915.998.826,2320001,Muối Nổi Baking Soda 454g - Fresh Box (1101),72,23673,1704456,1874901.6,BAKING SODA,BACH HOA XANH KHO NHA BE,BHX,20220930
22090005574,05/09/2022,BHX_7085_BLI,Công Ty Cổ Phần Thương Mại Bách Hóa Xanh ,NV0100, Văn Phú - 0915.998.826,2320001,Muối Nổi Baking Soda 454g - Fresh Box (1101),96,23673,2272608,2499868.8000000003,BAKING SODA,BACH HOA XANH BAC LIEU,BHX,20220930
22090005576,05/09/2022,COOP_TLOI,Công Ty TNHH Một Thành Viên Sài Gòn Co.op Thắng Lợi,NV0121,Quý Hằng ,2320001,Muối Nổi Baking Soda 454g - Fresh Box (1101),24,29090,698160,767976.0000000001,BAKING SODA,COOP THANG LOI,COOP MART,20220930
22090005577,05/09/2022,SD_LLOI,Công ty TNHH Phân Phối Sành Điệu,NV0121,Quý Hằng ,2320001,Muối Nổi Baking Soda 454g - Fresh Box (1101),24,30545,733080,806388.0000000001,BAKING SODA,AN NAM LE LOI,AN NAM,20220930
22090005578,05/09/2022,SD_LLOI,Công ty TNHH Phân Phối Sành Điệu,NV0121,Quý Hằng ,2220004,Xịt khử mùi toàn thân nam Adidas - Ice Dive - 150ml (7321),6,79273,475638,523201.80000000005,ADIDAS,AN NAM LE LOI,AN NAM,20220930
22090005578,05/09/2022,SD_LLOI,Công ty TNHH Phân Phối Sành Điệu,NV0121,Quý Hằng ,2240002,Sữa tắm gội toàn thân nam Adidas - Ice Dive - 400ml (7635),4,110545,442180,486398.00000000006,ADIDAS,AN NAM LE LOI,AN NAM,20220930
22090005579,05/09/2022,SD_LLOI,Công ty TNHH Phân Phối Sành Điệu,NV0121,Quý Hằng ,6010002,Pin Fujitsu - LR6(4B) FU-W-FI  - AA       (3005),10,40741,407410,448151.00000000006,FUJITSU,AN NAM LE LOI,AN NAM,20220930
