SO HD,NGAY,MA KH,TEN KH,MA NV,Tên NV,MÃ HH,TÊN SP,SL,ĐƠN GIÁ,THÀNH TIỀN,(+VAT),NHÃN HÀNG,CỬA HÀNG,HỆ THỐNG,20230731
23070004252,04/07/2023,BIGC_GARDEN,Công Ty TNHH Dịch Vụ EB,NV0130,Nam Phương - 0333719804,2230003,Nước hoa nam Adidas - Pure Game - 100ml (7542),3,338000,1014000,1115400,ADIDAS,BIG C GARDEN MALL,BIG C,20230731
23070004268,05/07/2023,BIGC_THIEP,Công Ty TNHH Dịch Vụ EB,NV0130,Nam Phương - 0333719804,2230003,Nước hoa nam Adidas - Pure Game - 100ml (7542),2,338000,676000,743600.0000000001,ADIDAS,BIG C TAN HIEP,BIG C,20230731
23070004486,12/07/2023,BIGC_TCHINH,Công Ty TNHH Dịch Vụ EB,NV0130,Nam Phương - 0333719804,2230003,Nước hoa nam Adidas - Pure Game - 100ml (7542),4,338000,1352000,1487200.0000000002,ADIDAS,BIG C TRUONG CHINH,BIG C,20230731
23070004620,18/07/2023,AEON_BTAN_RDC,Công Ty TNHH AEON Việt Nam ,NV0130,Nam Phương - 0333719804,2230003,Nước hoa nam Adidas - Pure Game - 100ml (7542),5,338000,1690000,1859000.0000000002,ADIDAS,AEON BINH TAN,AEON,20230731
23070004668,18/07/2023,BIGC_LBIEN,Công Ty TNHH Dịch Vụ EB,NV0130,Nam Phương - 0333719804,2230003,Nước hoa nam Adidas - Pure Game - 100ml (7542),2,338000,676000,743600.0000000001,ADIDAS,BIG C LONG BIEN,BIG C,20230731
23070004791,25/07/2023,BIGC_DIAN,Công Ty TNHH Dịch Vụ EB,NV0130,Nam Phương - 0333719804,2230003,Nước hoa nam Adidas - Pure Game - 100ml (7542),3,338000,1014000,1115400,ADIDAS,BIG C DI AN,BIG C,20230731
23070004816,26/07/2023,BIGC_DNAI,Công Ty TNHH Dịch Vụ EB,NV0130,Nam Phương - 0333719804,2230003,Nước hoa nam Adidas - Pure Game - 100ml (7542),2,338000,676000,743600.0000000001,ADIDAS,BIG C DONG NAI,BIG C,20230731
23070004251,04/07/2023,BIGC_TLONG,Công Ty TNHH Dịch Vụ EB,NV0130,Nam Phương - 0333719804,2230006,Nước hoa nam Adidas - Victory League - 100ml (7641),1,338000,338000,371800.00000000006,ADIDAS,BIG C THANG LONG,BIG C,20230731
23070004255,04/07/2023,BIGC_LBIEN,Công Ty TNHH Dịch Vụ EB,NV0130,Nam Phương - 0333719804,2230006,Nước hoa nam Adidas - Victory League - 100ml (7641),1,338000,338000,371800.00000000006,ADIDAS,BIG C LONG BIEN,BIG C,20230731
23070004268,05/07/2023,BIGC_THIEP,Công Ty TNHH Dịch Vụ EB,NV0130,Nam Phương - 0333719804,2230006,Nước hoa nam Adidas - Victory League - 100ml (7641),2,338000,676000,743600.0000000001,ADIDAS,BIG C TAN HIEP,BIG C,20230731
